,Fish_ID,Beas_population_code,Population_old_code,Harvested,Head.time.moving,Head.total.time,Head.raw.speed,Head.speed.moving,Head.time.stationary,Trial,Treatment,Normalized_Time.moving,FSR,FastestFSR,Status,FastestStatus,Aquarium,Acclimation,Sex,Weight_start,Weight_end,Length_start,Length_end,SGR,Weight_resp,SGR_length,MMR_mghg,SMR_mghg,MMR_scaled,SMR_scaled,AS,Harvest2,Length2,FastestFSR2
320,7fg,4,2,Large,62.3,865.6,1.969060674,8.553933822,803.3,3,Normoxia,0.071973198,NA,NA,NA,NA,7,Normoxia acclimated,F,0.22,1.11,22.5,32,2.79,0.81,0.61,0.66,0.163,0.225,0.065,0.16,Negative,32,NA
321,11mg,2,1,Random,61.86666667,865.6,2.732203313,7.543327594,803.7333333,3,Normoxia,0.071472582,19,19,1,1,11,Normoxia acclimated,M,0.1,0.12,17,17.5,0.31,0.12,0.05,1.298,0.524,0.338,0.119,0.219,Random,18,6
322,12fp,9,3,Small,61.76666667,865.6,1.97417284,9.473286457,803.8333333,2,Recovery,0.071357055,4,27,1,1,12,Hypoxia acclimated,F,0.17,0.43,19.5,25,1.6,0.37,0.43,NA,NA,NA,NA,NA,Positive,20,4
323,6mp,9,3,Small,61.73333333,865.6,2.976329484,6.00310292,803.8666667,2,Hypoxia,0.071318546,32,32,1,1,6,Normoxia acclimated,M,0.09,0.09,15.5,16,0,0.09,0.05,0.253,0.15,0.063,0.031,0.032,Positive,16,4
324,1fg,2,1,Random,61.7,865.6,1.431782321,7.423026758,803.9,3,Normoxia,0.071280037,NA,NA,NA,NA,1,Hypoxia acclimated,F,0.23,0.45,20.5,25.5,1.16,0.41,0.38,1.035,0.272,0.32,0.088,0.232,Random,26,NA
325,4fg,5,2,Random,61.63333333,865.6,2.322891651,7.729381182,803.9666667,1,Hypoxia,0.071203019,34,34,1,1,4,Normoxia acclimated,F,0.23,0.8,22,30.5,2.15,0.72,0.56,0.461,0.283,0.154,0.108,0.046,Random,22,34
326,11ml,5,2,Random,61.3,865.6,2.847924861,6.785831181,804.3,2,Normoxia,0.07081793,4,4,1,1,11,Normoxia acclimated,M,0.12,0.14,17,18,0.27,0.14,0.1,1.051,0.451,0.28,0.107,0.173,Random,17,4
327,7mp,7,3,Large,61.13333333,865.6,3.263258313,8.777180737,804.4666667,2,Normoxia,0.070625385,6,4,1,1,7,Normoxia acclimated,M,0.15,0.18,19,19.5,0.31,0.17,0.04,0.947,0.362,0.259,0.091,0.168,Negative,19,4
328,6fl,9,3,Small,60.8,865.6,2.193715666,7.25889425,804.8,1,Recovery,0.070240296,33,33,1,1,6,Normoxia acclimated,F,0.13,0.65,19.5,27.5,2.77,0.54,0.59,NA,NA,NA,NA,NA,Positive,20,33
329,6fp,9,3,Small,60.66666667,865.6,2.487808114,7.159608546,804.9333333,1,Hypoxia,0.07008626,5,35,1,1,6,Normoxia acclimated,F,0.12,0.33,17,23.5,1.74,0.28,0.56,0.608,0.171,0.178,0.05,0.128,Positive,17,5
330,3mp,8,3,Random,60.56666667,865.6,2.217537456,8.400462586,805.0333333,2,Normoxia,0.069970733,3,3,1,1,3,Hypoxia acclimated,M,0.15,0.16,18.5,19,0.11,0.16,0.05,1.162,0.4,0.315,0.099,0.216,Random,18,3
331,6fp,9,3,Small,60.53333333,865.6,2.656923489,7.051175831,805.0666667,2,Recovery,0.069932224,5,23,1,1,6,Normoxia acclimated,F,0.12,0.33,17,23.5,1.74,0.28,0.56,NA,NA,NA,NA,NA,Positive,17,5
332,6fp,9,3,Small,60.13333333,865.6,2.448914869,7.047394276,805.4666667,2,Hypoxia,0.069470117,6,35,1,1,6,Normoxia acclimated,F,0.12,0.33,17,23.5,1.74,0.28,0.56,0.608,0.171,0.178,0.05,0.128,Positive,17,5
333,5mp,9,3,Small,59.7,865.6,2.235949576,9.260818815,805.9,2,Recovery,0.068969501,NA,NA,NA,NA,5,Hypoxia acclimated,M,0.11,0.12,17.5,18,0.15,0.12,0.05,NA,NA,NA,NA,NA,Positive,18,NA
334,3ml,8,3,Random,59.1,865.6,2.03674066,6.489929648,806.5,3,Hypoxia,0.06827634,5,5,1,1,3,Hypoxia acclimated,M,0.12,0.12,17.5,18,0,0.11,0.05,0.755,0.292,0.194,0.065,0.129,Random,18,5
335,5mg,6,2,Small,59.1,865.6,2.699809398,7.038712873,806.5,1,Hypoxia,0.06827634,39,39,1,1,5,Hypoxia acclimated,M,0.08,0.09,15,15.5,0.2,0.09,0.06,0.688,0.068,0.172,0.014,0.158,Positive,15,5
336,6mp,9,3,Small,58.7,865.6,2.576060003,7.139134101,806.9,1,Hypoxia,0.067814233,5,32,1,1,6,Normoxia acclimated,M,0.09,0.09,15.5,16,0,0.09,0.05,0.253,0.15,0.063,0.031,0.032,Positive,16,4
337,1fp,8,3,Random,58.23333333,865.6,1.891189498,8.733625079,807.3666667,2,Normoxia,0.067275108,7,5,1,1,1,Hypoxia acclimated,F,0.19,0.2,20.5,21.5,0.09,0.19,0.08,1.255,0.351,0.349,0.091,0.258,Random,20,5
338,1ml,5,2,Random,58.16666667,865.6,1.807921292,9.179285961,807.4333333,1,Recovery,0.06719809,NA,NA,NA,NA,1,Hypoxia acclimated,M,0.13,0.14,17.5,18.5,0.13,0.12,0.1,NA,NA,NA,NA,NA,Random,18,NA
339,7fp,7,3,Large,58.16666667,865.6,2.552034235,6.366257145,807.4333333,3,Hypoxia,0.06719809,NA,27,0,1,7,Normoxia acclimated,F,0.25,0.99,22.5,31,2.37,0.66,0.55,0.488,0.247,0.161,0.092,0.069,Negative,31,27
340,7mb,3,1,Large,124.8666667,932.3,1.861064718,7.708491389,807.4333333,3,Recovery,0.133933998,NA,NA,NA,NA,7,Normoxia acclimated,M,0.13,0.15,18,19,0.25,0.14,0.09,NA,NA,NA,NA,NA,Negative,19,NA
341,2fg,6,2,Small,58,865.6,2.440486379,6.491049354,807.6,2,Hypoxia,0.067005545,NA,24,0,1,2,Normoxia acclimated,F,0.12,0.34,18.5,23,1.8,0.25,0.38,0.379,0.195,0.109,0.055,0.054,Positive,18,24
342,4fp,8,3,Random,57.63333333,865.6,1.531159107,7.266203673,807.9666667,1,Normoxia,0.066581947,NA,NA,NA,NA,4,Normoxia acclimated,F,0.17,0.62,20,27,2.23,0.43,0.52,0.964,0.301,0.3,0.099,0.201,Random,20,NA
343,1mp,8,3,Random,56.93333333,865.6,2.870269421,7.288010317,808.6666667,3,Normoxia,0.065773259,7,6,1,1,1,Hypoxia acclimated,M,0.13,0.16,19.5,19.5,0.36,0.16,0,1.155,0.481,0.313,0.119,0.194,Random,20,6
344,6mb,1,1,Small,56.76666667,865.6,2.392694761,8.588940276,808.8333333,2,Recovery,0.065580715,NA,NA,NA,NA,6,Normoxia acclimated,M,0.07,0.09,14.5,16,0.43,0.08,0.17,NA,NA,NA,NA,NA,Positive,14,NA
345,12mp,9,3,Small,56.56666667,865.6,1.900005778,8.684594439,809.0333333,1,Recovery,0.065349661,NA,NA,0,0,12,Hypoxia acclimated,M,0.08,0.09,16,16.5,0.2,0.09,0.05,NA,NA,NA,NA,NA,Positive,16,NA
346,6fp,9,3,Small,56.33333333,865.6,2.035190921,7.72636901,809.2666667,1,Recovery,0.065080099,23,23,1,1,6,Normoxia acclimated,F,0.12,0.33,17,23.5,1.74,0.28,0.56,NA,NA,NA,NA,NA,Positive,17,5
347,10fp,7,3,Large,56.13333333,865.6,2.185884422,6.707206761,809.4666667,2,Normoxia,0.064849045,38,38,1,1,10,Hypoxia acclimated,F,0.23,0.6,21.5,27.5,1.65,0.43,0.42,1.008,0.048,0.314,0.016,0.298,Negative,22,38
348,5mp,9,3,Small,56.1,865.6,2.242133651,7.975247092,809.5,3,Hypoxia,0.064810536,NA,NA,NA,NA,5,Hypoxia acclimated,M,0.11,0.12,17.5,18,0.15,0.12,0.05,0.894,0.254,0.233,0.058,0.175,Positive,18,NA
349,12fp,9,3,Small,55.5,865.6,2.095409324,7.608233794,810.1,2,Normoxia,0.064117375,6,5,1,1,12,Hypoxia acclimated,F,0.17,0.43,19.5,25,1.6,0.37,0.43,0.81,0.196,0.247,0.062,0.185,Positive,20,5
350,10fb,3,1,Large,55.33333333,865.6,2.25112177,6.374685509,810.2666667,2,Recovery,0.063924831,7,7,1,1,10,Hypoxia acclimated,F,0.23,0.69,22,30.5,1.89,0.54,0.56,NA,NA,NA,NA,NA,Negative,22,7
351,10fp,7,3,Large,55.2,865.6,2.563294767,6.628991768,810.4,2,Recovery,0.063770795,31,31,1,1,10,Hypoxia acclimated,F,0.23,0.6,21.5,27.5,1.65,0.43,0.42,NA,NA,NA,NA,NA,Negative,22,31
352,4mb,8,1,Random,55.06666667,865.6,2.393919146,6.557853095,810.5333333,2,Normoxia,0.063616759,6,6,1,1,4,Normoxia acclimated,M,0.09,0.01,16,17,-3.79,0.1,0.1,1.09,0.608,0.277,0.131,0.146,Random,16,6
353,7fp,7,3,Large,54.73333333,865.6,4.878497472,26.76779447,810.8666667,3,Normoxia,0.06323167,32,32,1,1,7,Normoxia acclimated,F,0.25,0.99,22.5,31,2.37,0.66,0.55,0.794,0.279,0.263,0.104,0.159,Negative,31,32
354,7fl,7,3,Large,54.3,865.6,2.193774114,8.880906668,811.3,3,Normoxia,0.062731054,28,157,1,1,7,Normoxia acclimated,F,0.2,0.63,20.5,27,1.98,0.45,0.47,1.026,0.274,0.322,0.091,0.231,Negative,27,28
355,1mp,8,3,Random,54.23333333,865.6,2.975279383,8.088742833,811.3666667,2,Hypoxia,0.062654036,5,28,1,1,1,Hypoxia acclimated,M,0.13,0.16,19.5,19.5,0.36,0.16,0,1.319,0.288,0.358,0.071,0.287,Random,20,5
356,8fb,3,1,Large,54.23333333,865.6,2.543820586,8.287358968,811.3666667,2,Recovery,0.062654036,NA,NA,NA,NA,8,Hypoxia acclimated,F,0.21,0.35,21.5,25,0.88,0.34,0.26,NA,NA,NA,NA,NA,Negative,22,NA
357,12mp,9,3,Small,54.16666667,865.6,1.790106177,9.320158965,811.4333333,2,Normoxia,0.062577018,NA,120,0,1,12,Hypoxia acclimated,M,0.08,0.09,16,16.5,0.2,0.09,0.05,0.857,0.254,0.214,0.053,0.161,Positive,16,35
358,3fb,2,1,Random,53.86666667,865.6,1.960276342,8.591960184,811.7333333,2,Hypoxia,0.062230437,32,32,1,1,3,Hypoxia acclimated,F,0.22,0.58,21.5,26.5,1.67,0.45,0.36,0.641,0.286,0.201,0.096,0.105,Random,22,32
359,3mb,2,1,Random,53.76666667,865.6,2.889922488,6.313522345,811.8333333,2,Recovery,0.062114911,NA,NA,NA,NA,3,Hypoxia acclimated,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Random,NA,NA
360,5fb,1,1,Small,53.5,865.6,2.837678785,6.689520962,812.1,3,Hypoxia,0.061806839,6,6,1,1,5,Hypoxia acclimated,F,0.18,0.23,20,22.5,0.42,0.32,0.2,0.611,0.202,0.183,0.061,0.122,Positive,22,6
361,7mg,3,1,Large,53.5,865.6,1.921303074,7.209413568,812.1,3,Hypoxia,0.061806839,NA,5,0,1,7,Normoxia acclimated,M,0.14,0.15,18,19.5,0.12,0.14,0.14,1.009,0.336,0.269,0.08,0.189,Negative,20,5
362,6fl,9,3,Small,53.16666667,865.6,2.355160239,6.889129673,812.4333333,2,Hypoxia,0.06142175,8,26,1,1,6,Normoxia acclimated,F,0.13,0.65,19.5,27.5,2.77,0.54,0.59,0.559,0.215,0.18,0.076,0.104,Positive,20,8
363,5fb,1,1,Small,52.36666667,865.6,2.648650422,7.560030886,813.2333333,3,Recovery,0.060497535,6,5,1,1,5,Hypoxia acclimated,F,0.18,0.23,20,22.5,0.42,0.32,0.2,NA,NA,NA,NA,NA,Positive,22,5
364,5mp,9,3,Small,52.23333333,865.6,1.450625148,13.87069873,813.3666667,2,Normoxia,0.0603435,NA,NA,NA,NA,5,Hypoxia acclimated,M,0.11,0.12,17.5,18,0.15,0.12,0.05,0.91,0.649,0.237,0.148,0.089,Positive,18,NA
365,11fg,5,2,Random,52.2,865.6,2.226148859,7.079263821,813.4,1,Recovery,0.060304991,NA,53,0,1,11,Normoxia acclimated,F,0.23,0.61,23,29,1.68,0.76,0.4,NA,NA,NA,NA,NA,Random,23,6
366,12fg,6,2,Small,51.7,865.6,1.730890529,7.422192054,813.9,3,Normoxia,0.059727357,55,41,1,1,12,Hypoxia acclimated,F,0.11,0.44,17.5,24.5,2.39,0.37,0.58,1.049,0.212,0.32,0.067,0.253,Positive,24,41
367,11fl,8,3,Random,51.56666667,865.6,2.447064072,6.545876974,814.0333333,3,Hypoxia,0.059573321,NA,NA,NA,NA,11,Normoxia acclimated,F,0.18,0.58,20.5,18.5,2.02,0.58,-0.18,0.528,0.326,0.172,0.117,0.055,Random,18,NA
368,6fg,6,2,Small,50.93333333,865.6,2.046244599,10.0514364,814.6666667,1,Recovery,0.058841651,31,28,1,1,6,Normoxia acclimated,F,0.11,0.45,17,25.5,2.43,0.37,0.7,NA,NA,NA,NA,NA,Positive,17,28
369,5fp,9,3,Small,50.73333333,865.6,1.800820897,7.452762145,814.8666667,3,Normoxia,0.058610598,31,22,1,1,5,Hypoxia acclimated,F,0.19,0.42,21,25.5,1.37,0.42,0.33,0.8,0.15,0.248,0.049,0.199,Positive,26,6
370,5fg,1,1,Small,50.36666667,865.6,2.277874164,7.73873163,815.2333333,3,Recovery,0.058186999,7,7,1,1,5,Hypoxia acclimated,F,0.13,0.43,18,25.5,2.06,0.4,0.6,NA,NA,NA,NA,NA,Positive,26,7
371,3fl,5,2,Random,50.1,865.6,1.702799313,7.491067627,815.5,1,Recovery,0.057878928,7,4,1,1,3,Hypoxia acclimated,F,0.22,0.69,21.5,27.5,1.97,0.72,0.42,NA,NA,NA,NA,NA,Random,22,4
372,10mp,7,3,Large,49.5,865.6,2.086535095,7.457128291,816.1,1,Hypoxia,0.057185767,NA,NA,NA,NA,10,Hypoxia acclimated,M,0.16,0.17,20,19.5,0.1,0.17,-0.04,0.544,0.025,0.149,0.006,0.143,Negative,20,NA
373,3fp,8,3,Random,49.5,865.6,2.022804326,7.170848505,816.1,3,Normoxia,0.057185767,NA,5,0,1,3,Hypoxia acclimated,F,0.18,0.25,20.5,23,0.57,0.29,0.2,1.215,0.291,0.358,0.086,0.272,Random,23,5
374,5mb,1,1,Small,49.5,865.6,2.034823649,7.645464642,816.1,2,Normoxia,0.057185767,6,14,1,1,5,Hypoxia acclimated,M,0.07,0.08,12.5,16,0.23,0.09,0.43,0.427,0.036,0.107,0.008,0.099,Positive,12,6
375,11mb,2,1,Random,49.06666667,865.6,2.275929694,9.000246892,816.5333333,1,Recovery,0.056685151,NA,NA,0,0,11,Normoxia acclimated,M,0.1,0.08,16,16,-0.38,0.08,0,NA,NA,NA,NA,NA,Random,16,NA
376,10fg,3,1,Large,48.56666667,865.6,2.665231756,7.201945024,817.0333333,2,Recovery,0.056107517,6,41,1,1,10,Hypoxia acclimated,F,0.16,0.54,20,27,2.1,0.38,0.52,NA,NA,NA,NA,NA,Negative,20,6
377,4fb,2,1,Random,48.5,865.6,2.199324847,8.321759951,817.1,3,Hypoxia,0.056030499,NA,NA,NA,NA,4,Normoxia acclimated,F,0.16,0.52,20,26.5,2.03,0.3,0.49,0.767,0.221,0.227,0.066,0.137,Random,26,NA
378,8fp,7,3,Large,48.4,865.6,2.639453239,6.456643328,817.2,2,Hypoxia,0.055914972,25,18,1,1,8,Hypoxia acclimated,F,0.2,0.49,22,26,1.54,0.49,0.29,0.474,0.207,0.15,0.071,0.079,Negative,22,18
379,1fp,8,3,Random,48.3,865.6,1.971564802,6.890325945,817.3,3,Recovery,0.055799445,NA,8,0,1,1,Hypoxia acclimated,F,0.19,0.2,20.5,21.5,0.09,0.19,0.08,NA,NA,NA,NA,NA,Random,22,8
380,3fp,8,3,Random,48.3,865.6,2.439576742,7.183401935,817.3,3,Recovery,0.055799445,85,6,1,1,3,Hypoxia acclimated,F,0.18,0.25,20.5,23,0.57,0.29,0.2,NA,NA,NA,NA,NA,Random,23,6
381,11mb,2,1,Random,47.73333333,865.6,2.683831808,6.331609103,817.8666667,3,Normoxia,0.055144794,NA,6,0,1,11,Normoxia acclimated,M,0.1,0.08,16,16,-0.38,0.08,0,1.727,0.686,0.425,0.139,0.286,Random,16,6
382,8mb,3,1,Large,47.73333333,865.6,1.616228064,8.618654994,817.8666667,2,Normoxia,0.055144794,5,5,1,1,8,Hypoxia acclimated,M,0.11,0.16,18,18.5,0.65,0.11,0.05,1.261,0.445,0.325,0.099,0.226,Negative,18,5
383,9fp,7,3,Large,47.63333333,865.6,2.793363623,6.892241602,817.9666667,3,Recovery,0.055029267,7,6,1,1,9,Normoxia acclimated,F,0.19,0.82,20,29.5,2.52,0.57,0.67,NA,NA,NA,NA,NA,Negative,30,6
384,8fl,4,2,Large,47.53333333,865.6,1.634233503,9.941813508,818.0666667,2,Recovery,0.05491374,NA,6,0,1,8,Hypoxia acclimated,F,0.2,0.79,20.5,31,2.37,0.74,0.71,NA,NA,NA,NA,NA,Negative,20,6
385,6fg,6,2,Small,47.3,865.6,2.413202697,7.920945353,818.3,2,Recovery,0.054644177,34,28,1,1,6,Normoxia acclimated,F,0.11,0.45,17,25.5,2.43,0.37,0.7,NA,NA,NA,NA,NA,Positive,17,28
386,1mp,8,3,Random,46.9,865.6,2.713873867,7.311197632,818.7,3,Recovery,0.05418207,134,134,1,1,1,Hypoxia acclimated,M,0.13,0.16,19.5,19.5,0.36,0.16,0,NA,NA,NA,NA,NA,Random,20,7
387,3fp,8,3,Random,46.9,865.6,1.739115065,6.682352473,818.7,2,Normoxia,0.05418207,NA,5,0,1,3,Hypoxia acclimated,F,0.18,0.25,20.5,23,0.57,0.29,0.2,1.215,0.291,0.358,0.086,0.272,Random,20,5
388,7fb,3,1,Large,46.5,865.6,1.151536863,7.785323154,819.1,2,Hypoxia,0.053719963,6,6,1,1,7,Normoxia acclimated,F,0.2,0.25,20,21.5,0.38,0.21,0.12,0.876,0.119,0.247,0.032,0.215,Negative,20,6
389,3ml,8,3,Random,46.23333333,865.6,1.613536024,6.481832548,819.3666667,2,Hypoxia,0.053411892,5,5,1,1,3,Hypoxia acclimated,M,0.12,0.12,17.5,18,0,0.11,0.05,0.755,0.292,0.194,0.065,0.129,Random,18,5
390,9mp,7,3,Large,46,865.6,2.311696411,7.33510628,819.6,1,Recovery,0.053142329,NA,NA,0,0,9,Normoxia acclimated,M,0.13,0.17,18,19,0.46,0.16,0.09,NA,NA,NA,NA,NA,Negative,18,NA
391,7fg,4,2,Large,45.83333333,865.6,2.188150048,7.811629167,819.7666667,2,Hypoxia,0.052949784,NA,NA,NA,NA,7,Normoxia acclimated,F,0.22,1.11,22.5,32,2.79,0.81,0.61,0.272,0.229,0.093,0.091,0.002,Negative,22,NA
392,5mp,9,3,Small,45.8,865.6,1.555355124,9.87304288,819.8,3,Normoxia,0.052911275,NA,NA,NA,NA,5,Hypoxia acclimated,M,0.11,0.12,17.5,18,0.15,0.12,0.05,0.91,0.649,0.237,0.148,0.089,Positive,18,NA
393,9mp,7,3,Large,45.73333333,865.6,2.214207872,7.099246934,819.8666667,2,Recovery,0.052834258,NA,NA,0,0,9,Normoxia acclimated,M,0.13,0.17,18,19,0.46,0.16,0.09,NA,NA,NA,NA,NA,Negative,18,NA
394,3mp,8,3,Random,45.33333333,865.6,2.378376636,6.917586696,820.2666667,3,Normoxia,0.05237215,5,3,1,1,3,Hypoxia acclimated,M,0.15,0.16,18.5,19,0.11,0.16,0.05,1.162,0.4,0.315,0.099,0.216,Random,19,3
395,5fl,6,2,Small,45.33333333,865.6,2.633509464,6.410729986,820.2666667,3,Normoxia,0.05237215,NA,NA,NA,NA,5,Hypoxia acclimated,F,0.19,0.38,20.5,24,1.2,0.36,0.27,1.412,0.253,0.429,0.079,0.35,Positive,24,NA
396,3mg,5,2,Random,44.93333333,865.6,1.669722834,8.255097497,820.6666667,2,Normoxia,0.051910043,5,33,1,1,3,Hypoxia acclimated,M,0.11,0.12,18,18,0.15,0.12,0,0.798,0.548,0.208,0.125,0.083,Random,18,5
397,10fg,3,1,Large,44.9,865.6,3.15476913,9.135274695,820.7,2,Normoxia,0.051871534,70,34,1,1,10,Hypoxia acclimated,F,0.16,0.54,20,27,2.1,0.38,0.52,0.865,0.046,0.265,0.015,0.25,Negative,20,4
398,5fl,6,2,Small,44.9,865.6,2.206167346,6.98410667,820.7,1,Recovery,0.051871534,NA,NA,NA,NA,5,Hypoxia acclimated,F,0.19,0.38,20.5,24,1.2,0.36,0.27,NA,NA,NA,NA,NA,Positive,20,NA
399,10fl,4,2,Large,44.76666667,865.6,2.727248233,6.5935877,820.8333333,3,Recovery,0.051717498,48,48,1,1,10,Hypoxia acclimated,F,0.21,0.87,21.5,29,2.45,0.55,0.52,NA,NA,NA,NA,NA,Negative,29,48
400,9mb,3,1,Large,44.13333333,865.6,2.615290328,6.129607995,821.4666667,3,Recovery,0.050985829,79,39,1,1,9,Normoxia acclimated,M,0.11,0.12,17,18,0.15,0.12,0.1,NA,NA,NA,NA,NA,Negative,18,6
401,7fl,7,3,Large,44.06666667,865.6,2.113838377,7.532412691,821.5333333,2,Recovery,0.050908811,NA,10,0,1,7,Normoxia acclimated,F,0.2,0.63,20.5,27,1.98,0.45,0.47,NA,NA,NA,NA,NA,Negative,20,10
402,12fl,6,2,Small,44,865.6,1.898369554,7.755725555,821.6,3,Normoxia,0.050831793,NA,27,0,1,12,Hypoxia acclimated,F,0.16,0.38,19,24,1.49,0.32,0.4,1.014,0.238,0.303,0.072,0.231,Positive,24,27
403,2fp,9,3,Small,43.6,865.6,2.403755849,6.391795942,822,2,Hypoxia,0.050369686,NA,NA,NA,NA,2,Normoxia acclimated,F,0.3,0.58,23.5,28.5,1.14,0.43,0.33,0.557,0.171,0.174,0.056,0.118,Positive,24,NA
404,4ml,5,2,Random,43.56666667,865.6,1.55798419,6.653747088,822.0333333,1,Normoxia,0.050331177,6,5,1,1,4,Normoxia acclimated,M,0.11,0.13,17,18,0.29,0.12,0.1,0.647,0.479,0.169,0.109,0.06,Random,17,5
405,6mp,9,3,Small,43.3,865.6,2.587015411,6.18093751,822.3,2,Recovery,0.050023105,5,5,1,1,6,Normoxia acclimated,M,0.09,0.09,15.5,16,0,0.09,0.05,NA,NA,NA,NA,NA,Positive,16,5
406,6fb,1,1,Small,43.2,865.6,1.711079716,8.079667558,822.4,2,Normoxia,0.049907579,6,4,1,1,6,Normoxia acclimated,F,0.12,0.34,16.5,24,1.8,0.4,0.65,0.493,0.171,0.152,0.055,0.097,Positive,16,4
407,5mg,6,2,Small,43.06666667,865.6,2.436339469,6.547277525,822.5333333,3,Recovery,0.049753543,18,18,1,1,5,Hypoxia acclimated,M,0.08,0.09,15,15.5,0.2,0.09,0.06,NA,NA,NA,NA,NA,Positive,16,5
408,8mb,3,1,Large,43.06666667,865.6,2.101734039,7.422235406,822.5333333,3,Normoxia,0.049753543,7,5,1,1,8,Hypoxia acclimated,M,0.11,0.16,18,18.5,0.65,0.11,0.05,1.261,0.445,0.325,0.099,0.226,Negative,18,5
409,2mp,9,3,Small,42.93333333,865.6,2.490211897,6.522748781,822.6666667,2,Hypoxia,0.049599507,NA,17,0,1,2,Normoxia acclimated,M,0.12,0.13,17,18,0.14,0.13,0.1,0.545,0.027,0.144,0.006,0.138,Positive,17,4
410,8fg,4,2,Large,42.76666667,865.6,1.420452245,8.257794724,822.8333333,3,Normoxia,0.049406962,5,100,1,1,8,Hypoxia acclimated,F,0.19,0.7,21,29.5,2.25,0.83,0.59,0.599,0.306,0.205,0.122,0.083,Negative,30,5
411,1mb,2,1,Random,42.63333333,865.6,2.47017184,8.277370943,822.9666667,1,Hypoxia,0.049252927,78,78,1,1,1,Hypoxia acclimated,M,0.1,0.12,16,18,0.31,0.11,0.2,1.234,0.268,0.318,0.059,0.259,Random,16,78
412,6fb,1,1,Small,42.2,865.6,1.901307531,7.388450084,823.4,1,Normoxia,0.048752311,4,4,1,1,6,Normoxia acclimated,F,0.12,0.34,16.5,24,1.8,0.4,0.65,0.493,0.171,0.152,0.055,0.097,Positive,16,4
413,7mg,3,1,Large,42.2,865.6,1.340658362,8.772339836,823.4,1,Hypoxia,0.048752311,5,5,1,1,7,Normoxia acclimated,M,0.14,0.15,18,19.5,0.12,0.14,0.14,1.009,0.336,0.269,0.08,0.189,Negative,18,5
414,3fp,8,3,Random,41.86666667,865.6,2.352626451,6.879195429,823.7333333,2,Recovery,0.048367221,NA,6,0,1,3,Hypoxia acclimated,F,0.18,0.25,20.5,23,0.57,0.29,0.2,NA,NA,NA,NA,NA,Random,20,6
415,8mp,7,3,Large,41.7,865.6,2.757731699,6.199593267,823.9,3,Normoxia,0.048174677,7,7,1,1,8,Hypoxia acclimated,M,0.21,0.31,22.5,25,0.67,0.31,0.18,1.013,0.289,0.301,0.087,0.214,Negative,25,7
416,3fg,5,2,Random,40.9,865.6,2.065913892,6.989160493,824.7,3,Recovery,0.047250462,NA,NA,NA,NA,3,Hypoxia acclimated,F,0.3,0.82,23.5,30,1.73,0.93,0.42,NA,NA,NA,NA,NA,Random,30,NA
417,9fl,7,3,Large,40.33333333,865.6,2.457902948,6.674122012,825.2666667,3,Hypoxia,0.04659581,NA,44,0,1,9,Normoxia acclimated,F,0.2,0.59,21,28,1.87,0.42,0.5,0.528,0.142,0.164,0.046,0.118,Negative,28,44
418,10mb,3,1,Large,55.83333333,865.6,1.739191537,8.321302247,825.3666667,1,Recovery,0.064502465,52,52,1,1,10,Hypoxia acclimated,M,0.13,0.14,17.5,18.5,0.13,0.14,0.1,NA,NA,NA,NA,NA,Negative,18,52
419,7fp,7,3,Large,40.23333333,865.6,2.047579959,6.824200788,825.3666667,2,Recovery,0.046480283,NA,7,0,1,7,Normoxia acclimated,F,0.25,0.99,22.5,31,2.37,0.66,0.55,NA,NA,NA,NA,NA,Negative,22,7
420,6fb,1,1,Small,39.96666667,865.6,1.626457472,7.895363558,825.6333333,1,Recovery,0.046172212,6,5,1,1,6,Normoxia acclimated,F,0.12,0.34,16.5,24,1.8,0.4,0.65,NA,NA,NA,NA,NA,Positive,16,5
421,12fb,1,1,Small,39.9,865.6,2.566401082,7.378427274,825.7,3,Hypoxia,0.046095194,30,30,1,1,12,Hypoxia acclimated,F,0.17,0.62,19.5,27,2.23,0.44,0.56,0.457,0.177,0.143,0.059,0.084,Positive,27,5
422,10mp,7,3,Large,39.86666667,865.6,1.842716054,6.26887199,825.7333333,3,Hypoxia,0.046056685,NA,NA,NA,NA,10,Hypoxia acclimated,M,0.16,0.17,20,19.5,0.1,0.17,-0.04,0.544,0.025,0.149,0.006,0.143,Negative,20,NA
423,11fp,8,3,Random,39.73333333,865.6,2.101406191,6.995340806,825.8666667,3,Normoxia,0.045902649,9,7,1,1,11,Normoxia acclimated,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Random,NA,7
424,9fb,3,1,Large,39.6,865.6,2.034166861,7.731920468,826,1,Recovery,0.045748614,NA,48,0,1,9,Normoxia acclimated,F,0.17,0.44,20.5,26,1.64,0.34,0.41,NA,NA,NA,NA,NA,Negative,20,48
425,6ml,6,2,Small,39.33333333,865.6,1.14795259,9.997866746,826.2666667,1,Hypoxia,0.045440542,NA,NA,NA,NA,6,Normoxia acclimated,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA
426,1fl,5,2,Random,39.26666667,865.6,3.033839859,9.968718858,826.3333333,2,Hypoxia,0.045363524,NA,NA,0,0,1,Hypoxia acclimated,F,0.24,0.57,22.5,28.5,1.49,0.52,0.41,0.641,0.087,0.205,0.03,0.175,Random,22,NA
